nombreUbicacion,latitud,longitud,magnitudSismo,tsunami,volcan,pais,profundidadSismo,intensidad,fecha,muertesActualizadas,ordenCantidadMuertesActualizadas,lesionesActualizadas,ordenCantidadLesionesActualizadas,casasDanadasActualizadas,ordenCantidadCasasDanadasActualizadas,casasDestruidasActualizadas,ordenCantidadCasasDestruidasActualizadas,danosActualizados,ordenCantidadDanosActualizados
NEW CALEDONIA:  LOYALTY ISLANDS:  LIFOU ISLAND,-20.0,168.5,8.0,1,0,NEW CALEDONIA,40.153361344537814,7.85655923740354,1875-03-28,25.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"PERU:  CUSCO, CAMANA",-17.2,-72.9,7.7,1,0,PERU,40.0,7.0,1590-00-00,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
INDIA:  MANPUR,24.702,84.964,3.8,0,0,INDIA,11.0,7.85655923740354,2008-06-06,1.0,1.0,2.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
JAPAN:  HONSHU:  NIIGATA,37.5,138.1,6.5,1,0,JAPAN,40.153361344537814,7.85655923740354,887-08-02,2000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
HAITI: PORT-AU-PRINCE,18.5,-73.4,7.5,1,0,HAITI,10.0,10.0,1770-06-03,200.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
TAIWAN REGION,20.656,119.997,5.2,1,0,TAIWAN,14.0,7.85655923740354,2006-11-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
AUSTRALIA: MELBOURNE,-37.491,146.363,5.9,0,0,AUSTRALIA,10.0,5.0,2021-09-21,1.0,1.0,1.0,1.0,46.0,1.0,101.0,3.0,1.0,2.0
UTAH,39.464,-111.207,1.6,0,0,USA,0.0,7.85655923740354,2007-08-17,3.0,1.0,6.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  KURIL ISLANDS,50.0,156.5,5.8,1,0,RUSSIA,40.153361344537814,7.85655923740354,1953-03-17,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  NEAR KAMCHATKA,51.8,156.0,7.6,0,0,RUSSIA,240.0,7.0,1911-05-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHILE:  CENTRAL,-37.872,-73.243,8.2,1,0,CHILE,35.0,7.85655923740354,1960-05-21,1.0,1.0,101.0,3.0,1.0,3.0,101.0,3.0,0.5,1.0
JAPAN:  NANKAIDO,33.0,135.0,8.4,1,0,JAPAN,40.153361344537814,7.85655923740354,1361-08-03,660.0,3.0,1.0,1.0,1.0,3.0,1700.0,4.0,25.0,4.0
NICARAGUA:  LEON,12.2,-86.9,5.5,0,0,NICARAGUA,50.0,7.85655923740354,1963-05-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
THAILAND:  MAE RIM,18.901,98.916,4.6,0,0,THAILAND,10.0,7.85655923740354,2006-12-12,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.5,1.0
SW. SUMATRA,0.001,99.0,8.0,1,0,INDONESIA,40.153361344537814,9.0,1797-02-10,300.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"MEXICO:  GUERRERO, OAXACA, PUEBLA, VERACRUZ",17.2,-99.6,7.6,1,0,MEXICO,40.153361344537814,7.85655923740354,1820-05-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  SHANXI PROVINCE,39.4,114.2,7.0,0,0,CHINA,40.153361344537814,9.0,1626-06-28,5200.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
CHINA:  SICHUAN:  N OF XICHANG,28.1,102.1,7.3,0,0,CHINA,40.153361344537814,10.0,1536-03-19,3.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"PHILIPPINES:  MINDANAO, ZAMBOANGA, SULU, ISABELA",6.0,122.0,8.7,1,0,PHILIPPINES,33.0,9.0,1897-09-21,13.0,1.0,14.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
TAIWAN:  TAINAN,22.97,120.46,6.4,0,0,TAIWAN,10.0,7.0,2016-02-05,117.0,3.0,525.0,3.0,1.0,1.0,1.0,1.0,700.0,4.0
MEXICO:  OFF COAST OF GUERRERO,15.978,-98.07,7.1,1,0,MEXICO,21.0,7.85655923740354,1996-02-25,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  SW. SUMATRA,1.0,97.5,7.0,1,0,INDONESIA,70.0,7.85655923740354,1861-04-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAKISTAN:  QUETTA,30.378,68.038,4.9,0,0,PAKISTAN,52.0,7.85655923740354,2005-03-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
JAPAN:  ENSHUNADA SEA,34.4,137.7,6.4,1,0,JAPAN,40.153361344537814,7.85655923740354,1498-07-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
MEXICO:  NEAR COAST OF JALISCO,19.623,-103.919,8.1,1,0,MEXICO,35.0,10.0,1932-06-03,400.0,3.0,120.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
BRAZIL:  MONTES CLAROS,-16.764,-43.999,4.1,0,0,BRAZIL,10.0,7.85655923740354,2012-05-19,1.0,1.0,1.0,1.0,6.0,1.0,101.0,3.0,0.5,1.0
CALIFORNIA:  MONTCLAIR,37.804,-122.193,4.2,0,0,USA,5.0,7.85655923740354,2007-07-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
INDONESIA:  SUMATERA,-0.7,100.6,5.8,1,0,INDONESIA,40.153361344537814,9.0,1926-06-28,101.0,3.0,101.0,3.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU:  TOKYO,35.106,139.644,5.6,0,0,JAPAN,100.0,7.85655923740354,1992-02-01,1.0,1.0,37.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,6.7,0,0,RUSSIA,10.0,7.85655923740354,2003-10-01,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
"PAPUA NEW GUINEA:  MOROBE, ORO",-7.843,147.766,7.0,0,0,PAPUA NEW GUINEA,80.0,7.85655923740354,2020-07-17,1.0,1.0,1.0,1.0,12.0,1.0,101.0,3.0,0.5,1.0
INDONESIA:  SUNDA ISLANDS,-11.164,118.378,8.3,1,0,INDONESIA,25.0,7.85655923740354,1977-08-19,189.0,3.0,75.0,2.0,1.0,3.0,101.0,3.0,1.2,2.0
VIETNAM: DIEN BIEN PHU,21.185,103.77,6.8,0,0,VIETNAM,15.0,9.0,1935-11-01,1.0,1.0,1.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA",42.461,44.009,6.1,0,0,GEORGIA,9.0,8.0,1991-06-15,8.0,1.0,200.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
ICELAND,63.9,-21.7,6.3,0,0,ICELAND,33.0,10.0,1929-07-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN PROVINCE:  WUDING,25.826,102.194,4.2,0,0,CHINA,33.0,7.85655923740354,2000-08-21,1.0,1.0,406.0,3.0,1.0,3.0,101.0,3.0,43.0,4.0
DOMINICAN REPUBLIC:  SANTO DOMINIGO,18.5,-68.0,7.2,0,0,DOMINICAN REPUBLIC,80.0,9.0,1916-04-24,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  NEI MONGOL,42.7,121.3,6.0,0,0,CHINA,40.153361344537814,7.85655923740354,1940-01-19,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
GULF OF MEXICO,26.319,-86.606,5.8,0,0,MEXICO,14.0,7.85655923740354,2006-09-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  SOUTHERN:  BIGHERD-KHONJ,27.791,53.608,5.4,0,0,IRAN,33.0,7.85655923740354,1998-11-13,5.0,1.0,105.0,3.0,850.0,3.0,51.0,2.0,1.0,2.0
"ECUADOR:  COTOPAXI,TUNGURAHUA, LATACUNGA",-0.9,-78.6,7.0,0,0,ECUADOR,40.153361344537814,9.0,1757-02-22,1000.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
IRAN:  TAHERI (SIRAF),27.7,52.3,5.3,0,0,IRAN,40.153361344537814,7.0,978-06-17,2000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
RUSSIA:  KURIL ISLANDS,44.77,149.798,8.5,1,0,RUSSIA,13.0,9.0,1963-10-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"TURKEY:  KEBAN,MADEN",38.8,38.8,6.1,0,0,TURKEY,40.153361344537814,7.85655923740354,1874-05-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MARTINIQUE,15.0,-61.0,7.9,0,0,MARTINIQUE,100.0,7.85655923740354,1906-12-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:   YUNNAN PROVINCE,25.8,99.5,6.0,0,0,CHINA,40.153361344537814,7.0,1963-04-23,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
CHINA:  SHANXI PROVINCE,36.9,112.9,5.5,0,0,CHINA,40.153361344537814,7.0,1890-00-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,5.2,0,0,MYANMAR (BURMA),82.0,7.85655923740354,2009-08-30,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,6.4,0,0,SOLOMON ISLANDS,20.0,7.85655923740354,2012-07-25,1.0,1.0,1.0,1.0,1.0,3.0,26.0,1.0,0.5,1.0
BALKANS NW:  SERBIA,43.246,20.859,5.1,0,0,SERBIA,10.0,8.0,1983-09-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
LEBANON-SYRIA:  BAALBEC,33.327,35.305,5.0,0,0,LEBANON,10.0,7.85655923740354,2008-02-15,1.0,1.0,10.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
JAPAN:  SANRIKU,40.5,143.0,7.0,1,0,JAPAN,40.153361344537814,7.85655923740354,1088-06-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
FIJI ISLANDS,-15.0,-179.0,7.5,0,0,FIJI,430.0,7.85655923740354,1956-05-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
YEMEN:  DHAMAR,14.701,44.379,6.0,0,0,YEMEN,5.0,8.0,1982-12-13,2800.0,4.0,1500.0,4.0,1.0,3.0,1000.0,4.0,2000.0,4.0
RUSSIA:  KURIL ISLANDS,44.14,149.029,6.6,1,0,RUSSIA,33.0,5.0,1978-03-22,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.512,71.029,6.5,0,0,AFGHANISTAN,187.0,7.85655923740354,2004-04-05,3.0,1.0,5.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,5.3,0,0,CHINA,21.0,7.85655923740354,2011-06-08,1.0,1.0,8.0,1.0,50.0,1.0,101.0,3.0,0.5,1.0
CHINA:  YUNNAN PROVINCE,26.1,103.1,6.5,0,0,CHINA,40.153361344537814,9.0,1966-02-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU:  W COAST,37.57,138.478,6.6,1,0,JAPAN,10.0,7.85655923740354,2007-07-16,9.0,1.0,1088.0,4.0,875.0,3.0,101.0,3.0,12500.0,4.0
ALGERIA,37.0,8.0,5.3,0,0,ALGERIA,40.153361344537814,9.0,1947-08-06,3.0,1.0,101.0,3.0,1.0,3.0,101.0,3.0,1.0,2.0
"PHILIPPINES:  MINDANAO:  MAKILALA, TULUNAN",6.802,125.169,5.6,0,0,PHILIPPINES,24.0,7.85655923740354,2019-07-09,1.0,1.0,3.0,1.0,119.0,3.0,101.0,3.0,0.5,1.0
INDONESIA: W JAVA: CIANJUR,-6.853,107.095,5.6,0,0,INDONESIA,10.0,8.0,2022-11-21,635.0,3.0,1.0,1.0,42645.0,4.0,13633.0,4.0,25.0,4.0
"IRAN:  DEH KOHNEH,SA'DABAD,BORAZJAN",29.7,50.9,4.5,0,0,IRAN,21.0,7.85655923740354,1972-02-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
KYRGYZSTAN:  OSH,40.288,72.985,5.6,0,0,KYRGYZSTAN,6.0,7.85655923740354,2008-01-01,1.0,1.0,1.0,1.0,1.0,3.0,5385.0,4.0,5.0,3.0
NEW ZEALAND: KERMADEC ISLANDS,-29.531,-176.749,6.5,1,0,KERMADEC ISLANDS (NEW ZEALAND),10.0,7.85655923740354,2022-01-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ECUADOR:  TENA,-0.962,-77.817,5.4,0,0,ECUADOR,35.0,7.85655923740354,2009-10-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  NEI MONGOL:  NINGCHENG,41.5,119.3,6.8,0,0,CHINA,40.153361344537814,9.0,1290-09-27,100000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  SICHUAN PROVINCE,29.3,104.8,5.0,0,0,CHINA,40.153361344537814,6.0,1905-11-08,13.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.5,1.0
MYANMAR (BURMA),21.5,93.5,7.2,0,0,MYANMAR (BURMA),40.153361344537814,7.85655923740354,1943-10-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PAKISTAN:  BAJAUR, CHITRAL",34.872,71.62,4.9,0,0,PAKISTAN,50.0,7.85655923740354,1997-03-19,15.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
CHINA:  DAQING,46.827,125.058,4.7,0,0,CHINA,48.0,7.85655923740354,2005-07-25,1.0,1.0,12.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  S. OF HONSHU ISLAND,33.826,139.434,6.1,1,0,JAPAN,22.0,7.85655923740354,1982-12-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
SPAIN:  LORCA,37.699,-1.672,5.1,0,0,SPAIN,1.0,7.85655923740354,2011-05-11,10.0,1.0,101.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0
CHINA:  SHANDONG PROVINCE,37.2,121.8,6.0,1,0,CHINA,40.153361344537814,7.85655923740354,1948-05-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
TURKEY:  ERZINCAN,39.7,39.4,5.9,0,0,TURKEY,70.0,8.0,1941-11-12,15.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  QINGHAI PROVINCE,33.3,99.5,7.7,0,0,CHINA,40.153361344537814,7.85655923740354,1947-03-17,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
VANUATU ISLANDS,-19.941,168.953,6.4,1,0,VANUATU,32.0,7.85655923740354,2008-04-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TURKEY:  CANKIRI,40.7,33.6,5.5,0,0,TURKEY,40.153361344537814,9.0,1902-03-09,4.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"PHILIPPINES:  CULASI, PANAY",11.76,121.899,7.1,0,0,PHILIPPINES,18.0,6.0,1990-06-14,4.0,1.0,15.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW BRITAIN,-6.0,150.0,7.8,0,0,PAPUA NEW GUINEA,60.0,7.85655923740354,1945-12-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
NEW CALEDONIA:  LOYALTY ISLANDS,-22.03,170.126,7.1,1,0,NEW CALEDONIA,21.0,7.85655923740354,2018-08-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MEXICO:  BAVISPE,30.8,-109.25,7.4,1,0,MEXICO,80.0,12.0,1887-05-03,51.0,2.0,101.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
VIETNAM,21.721,103.282,6.3,0,0,VIETNAM,18.0,8.0,1983-06-24,1.0,1.0,1.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
COSTA RICA:  SANTIAGO DE PURISCAL,9.855,-84.327,4.6,0,0,COSTA RICA,10.0,7.85655923740354,1990-06-08,1.0,1.0,1.0,1.0,14.0,1.0,101.0,3.0,0.5,1.0
SOLOMON ISLANDS,-9.295,159.234,7.9,1,0,SOLOMON ISLANDS,35.0,7.85655923740354,1939-04-30,12.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
PORTUGAL:  LISBON,37.0,-10.0,8.5,1,0,PORTUGAL,40.153361344537814,11.0,1755-11-01,50000.0,4.0,1.0,1.0,1000.0,4.0,1000.0,4.0,25.0,4.0
KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.977,-177.725,6.9,1,0,NEW ZEALAND,20.0,7.85655923740354,2014-06-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TAIWAN:  TAIBEI (TAIPEI),25.0,121.5,5.5,1,0,TAIWAN,40.153361344537814,7.0,1694-04-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  OFF KAMCHATKA,52.0,159.0,8.1,1,0,RUSSIA,30.0,10.0,1904-06-25,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
EL SALVADOR:  SAN SALVADOR,13.827,-89.118,5.4,0,0,EL SALVADOR,7.0,7.85655923740354,1986-10-10,1100.0,4.0,20000.0,4.0,1.0,3.0,101.0,3.0,1500.0,4.0
KERMADEC ISLANDS,-28.5,-177.0,7.7,0,0,KERMADEC ISLANDS (NEW ZEALAND),60.0,7.85655923740354,1959-09-14,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.358,7.0,0,0,MEXICO,34.0,6.0,1982-06-07,9.0,1.0,101.0,3.0,1.0,3.0,101.0,3.0,1.0,2.0
"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,6.4,0,0,COSTA RICA,16.0,7.85655923740354,2004-11-20,8.0,1.0,51.0,2.0,1.0,3.0,526.0,3.0,5.0,3.0
"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT",40.774,109.661,6.0,0,0,CHINA,26.0,8.0,1996-05-03,23.0,1.0,330.0,3.0,1.0,3.0,101.0,3.0,25.0,4.0
CALIFORNIA:  SOUTHERN,34.03,-118.643,5.2,1,0,USA,15.0,7.0,1930-08-31,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"TOKAIDO, JAPAN",34.9,139.5,7.1,1,0,JAPAN,40.153361344537814,7.85655923740354,1433-11-07,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
VENEZUELA: EL TOCUYO,9.71,-69.819,6.4,1,0,VENEZUELA,15.0,7.85655923740354,1950-08-03,100.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
AFGHANISTAN,36.3,70.6,6.9,0,0,AFGHANISTAN,220.0,7.85655923740354,1939-11-21,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"MEXICO:  ACAPULCO,MEXICO CITY",16.5,-99.1,7.9,1,0,MEXICO,25.0,7.0,1957-07-28,65.0,2.0,101.0,3.0,1.0,3.0,101.0,3.0,25.0,4.0
INDONESIA:  TIMOR,-10.0,129.0,6.6,1,0,INDONESIA,40.153361344537814,7.85655923740354,1908-03-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
BALKANS NW:  MONTENEGRO,42.1,19.3,5.3,0,0,MONTENEGRO,17.0,7.85655923740354,1968-11-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,38.6,4.0
"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668,6.7,0,0,ROMANIA,89.0,6.0,1990-05-30,14.0,1.0,700.0,3.0,1.0,3.0,101.0,3.0,23.7,3.0
CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,5.1,0,0,CHINA,43.0,7.85655923740354,2011-04-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
AFGHANISTAN:  HINDU KUSH:  BAGHLAN,35.808,68.687,4.9,0,0,AFGHANISTAN,22.0,7.85655923740354,2018-11-28,1.0,1.0,9.0,1.0,60.0,2.0,101.0,3.0,0.5,1.0
CHILE:  OLD CONCEPCION,-36.75,-73.0,8.3,1,0,CHILE,40.153361344537814,11.0,1570-02-08,2000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CALIFORNIA:  MAMMOTH LAKES,37.6,-118.84,6.1,0,0,USA,7.0,7.0,1980-05-25,1.0,1.0,7.0,1.0,1.0,3.0,101.0,3.0,2.0,2.0
"TURKEY:  SULTANHISAR,ATCA,NAZILLI,KUYUCAK,DENIZLI",37.93,28.84,6.7,0,0,TURKEY,40.153361344537814,9.0,1899-09-20,1117.0,4.0,1000.0,4.0,1.0,3.0,7126.0,4.0,5.0,3.0
JAPAN:  HONSHU ISLAND,39.419,143.33,7.0,1,0,JAPAN,29.0,7.85655923740354,1992-07-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,5.7,0,0,TURKEY,10.0,7.85655923740354,2007-02-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
CENTRAL AFRICAN REPUBLIC:  NOLA,3.8,16.3,4.8,0,0,CENTRAL AFRICAN REPUBLIC,40.153361344537814,8.0,1921-09-16,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
GEORGIA:  KAKHETIYA,41.8,45.2,4.2,0,0,GEORGIA,7.0,7.0,1811-01-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN PROVINCE,26.5,101.1,6.0,0,0,CHINA,40.153361344537814,8.0,1955-06-07,1.0,1.0,1.0,1.0,1.0,3.0,4524.0,4.0,5.0,3.0
CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,5.6,0,0,CHINA,10.0,7.85655923740354,2012-09-07,81.0,2.0,821.0,3.0,133000.0,4.0,37000.0,4.0,1000.0,4.0
JAPAN:  HONSHU:  S COAST,34.808,139.181,6.2,1,0,JAPAN,15.0,8.0,1980-06-29,1.0,1.0,7.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"IRAN:  DEH DASHT, BAHBAHAN",30.89,50.194,5.7,0,0,IRAN,33.0,7.85655923740354,1988-03-30,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"MEXICO:  GUERRERO,MICHOACAN",17.0,-101.2,4.7,0,0,MEXICO,40.153361344537814,7.85655923740354,1909-10-31,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"CHILE:  VALPARAISO, VINA DEL MAR",-32.663,-71.551,6.6,0,0,CHILE,33.0,7.0,1985-03-17,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PHILIPPINES:  NORTHERN SAMAR,12.0,126.0,8.1,1,0,PHILIPPINES,33.0,9.0,1897-10-18,1.0,1.0,1.0,1.0,1.0,3.0,17.0,1.0,1.0,2.0
SOLOMON ISLANDS,-11.27,162.148,7.6,1,0,SOLOMON ISLANDS,23.0,7.85655923740354,2014-04-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  BEHBAHAN,30.666,50.218,5.4,0,0,IRAN,39.0,7.85655923740354,1991-11-04,1.0,1.0,51.0,2.0,1.0,3.0,290.0,3.0,1.0,2.0
"PHILIPPINES:  S LUZON ISLAND, MINDORO ISLAND",14.5,121.0,6.5,1,0,PHILIPPINES,40.153361344537814,7.85655923740354,1862-03-04,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,5.4,0,0,NEPAL,10.0,4.0,2016-11-27,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.5,1.0
INDONESIA:  JAVA,-10.362,112.892,6.6,1,0,INDONESIA,26.0,7.85655923740354,1994-06-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
HAWAII,19.7,-156.0,6.9,1,0,USA,60.0,7.85655923740354,1951-08-21,1.0,1.0,2.0,1.0,230.0,3.0,8.0,1.0,1.0,2.0
AFGHANISTAN:  HINDU KUSH,36.5,70.5,7.8,0,0,AFGHANISTAN,215.0,7.85655923740354,1921-11-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MALAWI:  KARONGA,-10.108,33.818,6.0,0,0,MALAWI,6.0,7.85655923740354,2009-12-19,3.0,1.0,250.0,3.0,3565.0,4.0,1111.0,4.0,5.0,3.0
ITALY:  L'AQUILA,42.275,13.464,5.5,0,0,ITALY,15.0,7.85655923740354,2009-04-07,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
COLOMBIA,4.62,-73.98,5.3,0,0,COLOMBIA,15.0,7.0,1966-09-04,6.0,1.0,30.0,1.0,1.0,3.0,200.0,3.0,1.0,2.0
"SOUTH KOREA:  KWANGJU,SUNCHANG,UNKYO,KOSAN",35.9,126.5,6.3,0,0,SOUTH KOREA,40.153361344537814,8.0,1670-10-30,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PANAMA: DARIEN,7.4,-78.1,6.7,1,0,PANAMA,22.0,7.85655923740354,1976-07-11,5.0,1.0,7.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"INDONESIA:  MADURA ISLAND, JAVA",-7.001,113.888,4.6,0,0,INDONESIA,10.0,7.85655923740354,2018-06-13,1.0,1.0,6.0,1.0,77.0,2.0,101.0,3.0,1.0,2.0
ECUADOR:  MANABI PROVINCE,0.495,-79.616,6.9,0,0,ECUADOR,30.0,4.0,2016-05-18,1.0,1.0,162.0,3.0,32.0,1.0,1.0,1.0,0.5,1.0
TAIWAN:  ZHANGHUA,23.8,120.5,6.3,1,0,TAIWAN,40.153361344537814,8.0,1882-12-09,8.0,1.0,3.0,1.0,1.0,3.0,40.0,1.0,0.5,1.0
IRAN:  SOUTHERN,27.574,55.685,5.9,0,0,IRAN,18.0,7.85655923740354,2006-03-25,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
